,alias,concept_class,def_event_stamp,def_id,def_id_user,definition_text,event_stamp,id,id_concept_class,id_user,name,relationships,type
10,,,2012-03-28 15:41:03,def_4f73310fc433f,usr_49a467bf4e0db,the relative engagement of a particular mental representation compared to other representations,2009-06-22 19:12:54,trm_4a3fd79d09741,,usr_0000000000,activation,,concept
11,,,2011-08-11 15:26:14,def_4e43f49684d20,usr_4e42a3196fbcd,quantity or amount of activation,2009-06-22 19:12:54,trm_4a3fd79d0974d,,usr_0000000000,activation level,,concept
12,,,2010-07-14 18:39:19,def_4c3e0457a3096,usr_49a467bf4e0db,The maintenance of information in working memory through active (volitional) rather than passive means,2009-06-22 19:12:57,trm_4a3fd79d0ba0d,ctp_C4,usr_0000000000,active maintenance,"[{u'direction': u'parent', u'id': u'trm_55b6b9d7c9435', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0b5a7', u'relationship': u'part of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0ab7c', u'relationship': u'part of'}]",concept
13,,,2011-05-16 22:03:14,def_4dd19f22052a9,usr_4b9003ea0be96,"a principle of efficient learning, which claims the need to actively stimulate memory during the learning process.",2009-06-22 19:12:57,trm_4a3fd79d0b8b5,ctp_C5,usr_0000000000,active recall,,concept
14,,,2011-08-11 15:29:15,def_4e43f54b5bc09,usr_4e42a3196fbcd,"Effortful (volitional) attempt to consciously recollect a memory; often required when retrieval cannot be automatically driven by stimuli.
",2009-06-22 19:12:57,trm_4a3fd79d0b8c1,ctp_C5,usr_0000000000,active retrieval,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0a281', u'relationship': u'part of'}]",concept
15,,,2012-03-28 15:43:14,def_4f733192666f6,usr_49a467bf4e0db,accuracy of perception. ,2009-06-22 19:12:57,trm_4a3fd79d0b98a,ctp_C1,usr_0000000000,acuity,,concept
16,,,2012-03-28 15:43:33,def_4f7331a5b8625,usr_49a467bf4e0db,adjustment to environmental conditions; adjustment of a sense organ to the intensity or quality of stimulation; modification of an organism or its parts that makes it more fit for existence under the conditions of its environment. ,2009-06-22 19:12:54,trm_4a3fd79d09758,ctp_C5,usr_0000000000,adaptation,,concept
17,,,2012-03-28 15:46:12,def_4f7332448972b,usr_49a467bf4e0db,modifying the control law used by a controller to cope with the fact that the parameters of the system being controlled are slowly time-varying or uncertain.,2009-06-22 19:12:54,trm_4a3fd79d09764,ctp_C7,usr_0000000000,adaptive control,,concept
18,dependency,,2012-05-15 20:01:13,def_4fb2b609ad5c2,usr_4f177506dde77,"A phenomenon sometimes conflated and sometimes contrasted with dependency, in which a person has transitioned from liking a rewarding substance or behavior to requiring it.",2012-05-13 15:21:06,trm_4fafd1626bf2b,,usr_4ef8d85c5bcc1,addiction,"[{u'direction': u'child', u'id': u'trm_4a3fd79d09e9e', u'relationship': u'part of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0a48e', u'relationship': u'part of'}, {u'direction': u'child', u'id': u'trm_4b6525253c63f', u'relationship': u'part of'}]",concept
19,,,2011-04-18 20:12:11,def_4dac9b1bf082b,usr_4cf5de07654c8,"The ability to understand a facial, vocal, or gestural behavior that serves as an indicator of emotion.",2009-06-22 19:12:54,trm_4a3fd79d09770,ctp_C1,usr_0000000000,affect perception,,concept
20,,,2012-03-28 15:46:31,def_4f733257551b5,usr_49a467bf4e0db,The ability to understand a physical expression that serves as an indicator of emotion.,2009-06-22 19:12:54,trm_4a3fd79d0977b,ctp_C8,usr_0000000000,affect recognition,,concept
21,,,2013-03-28 21:15:37,def_5154b2f9484ab,usr_4de5345b3b6a8,"The ability to recognize one’s self as the agent of one’s actions and thoughts, including the recognition of one’s own body/body parts.",2013-03-28 21:15:37,trm_5154b2f947fe9,,usr_4de5345b3b6a8,agency,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0ab7c', u'relationship': u'part of'}]",concept
22,"kind, sympathetic, cooperative, warm",,2013-09-22 21:19:34,def_523f5ee64f547,usr_51bc76ae9636c,"Agreeableness is a personality trait manifesting itself in individual behavioral characteristics that are perceived as kind, sympathetic, cooperative, warm and considerate.

http://en.wikipedia.org/wiki/Agreeableness",2013-09-22 21:19:34,trm_523f5ee64102c,,usr_51bc76ae9636c,agreeableness,,concept
23,selflessness,,2012-05-03 19:21:30,def_4fa2daba9218d,usr_4f39262a2e81e,helping others in the absence of an immediately obvious reward.,2009-06-22 19:12:54,trm_4a3fd79d097b4,ctp_C10,usr_0000000000,altruism,"[{u'direction': u'child', u'id': u'trm_4a3fd79d0b67d', u'relationship': u'part of'}]",concept
24,,,2012-03-28 15:46:51,def_4f73326b48c0d,usr_49a467bf4e0db,A desire or need to help others driven by selflessness.,2009-06-22 19:12:54,trm_4a3fd79d097bf,ctp_C10,usr_0000000000,altruistic motivation,,concept
25,,,2012-03-28 15:47:21,def_4f733289564b2,usr_49a467bf4e0db,speech sound articulated with the tip of the tongue touching or near the teethridge.,2009-06-22 19:12:54,trm_4a3fd79d097cb,ctp_C6,usr_0000000000,alveolar,,concept
26,,,2011-08-11 19:18:12,def_4e442af4bdfbe,usr_4e42a3196fbcd,The way the brain codes multiple inputs such as words and pictures to integrate and create a larger conceptual idea; independent of a particular modality,2009-06-22 19:12:54,trm_4a3fd79d097d6,,usr_0000000000,amodal representation,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0a908', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0a908', u'relationship': u'kind of'}]",concept
27,,,2011-05-12 22:34:10,def_4dcc606261317,usr_4b9003ea0be96,a value or variable in analog form.,2009-06-22 19:12:54,trm_4a3fd79d097e2,,usr_0000000000,analog representation,,concept
28,,,2012-06-21 21:19:23,def_4fe38fdbcc56d,usr_4f177506dde77,the structural comparison of a familiar with a novel situation,2009-06-22 19:12:54,trm_4a3fd79d097ed,,usr_0000000000,analogical encoding,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0b8e5', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d09810', u'relationship': u'kind of'}]",concept
29,,,2011-04-18 17:44:14,def_4dac786e863c6,usr_4cf5de07654c8,"is the ability to reason by permitting the extension of knowledge of a target domain by virtue of its similarity to a base domain. The general procedure for analogical inference involves copying structure from the base to the target in which missing information is generated, and substitutions are made for items for which analogical correspondences have already been found.
",2009-06-22 19:12:54,trm_4a3fd79d097f9,,usr_0000000000,analogical inference,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0a5ed', u'relationship': u'kind of'}]",concept
30,,,2012-03-28 15:48:34,def_4f7332d2c03c7,usr_49a467bf4e0db,using principles or concepts from a well-understood situation to solve problems in a new domain or area,2009-06-22 19:12:54,trm_4a3fd79d09804,ctp_C3,usr_0000000000,analogical problem solving,,concept
31,,,2012-03-28 15:32:06,def_4f732ef6bb93e,usr_49a467bf4e0db,"a method of processing information that compares the similarities between new and understood concepts, then uses those similarities to gain understanding of the new concept; a form of inductive reasoning.",2009-06-22 19:12:54,trm_4a3fd79d09810,ctp_C3,usr_0000000000,analogical reasoning,"[{u'direction': u'child', u'id': u'trm_4a3fd79d097ed', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0aec1', u'relationship': u'kind of'}]",concept
32,,,2012-03-28 15:48:50,def_4f7332e2861ca,usr_49a467bf4e0db,The transfer of knowledge from one situation to another by finding a set of one-to-one correspondences between aspects of one body of information and aspects of another.,2009-06-22 19:12:54,trm_4a3fd79d0981b,ctp_C3,usr_0000000000,analogical transfer,,concept
33,,,2011-05-10 22:01:10,def_4dc9b5a61ebf8,usr_4b9003ea0be96,inference that if two or more things agree with one another in some respects they will probably agree in others; resemblance in some particulars between things otherwise unlike; correspondence between the members of pairs or sets of linguistic forms that serves as a basis for the creation of another form; correspondence in function between anatomical parts of different structure and origin.,2009-06-22 19:12:54,trm_4a3fd79d09827,,usr_0000000000,analogy,"[{u'direction': u'child', u'id': u'trm_4a3fd79d096e3', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0a5ed', u'relationship': u'kind of'}]",concept
34,,,2011-04-09 15:03:06,def_4da0752acf80c,usr_49a467bf4e0db,"a cognitive bias that describes the common human tendency to rely too heavily, or ""anchor,"" on one trait or piece of information when making decisions.",2009-06-22 19:12:54,trm_4a3fd79d09833,ctp_C3,usr_0000000000,anchoring,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d09d58', u'relationship': u'kind of'}]",concept
35,,,2013-10-11 18:05:02,def_52583dcec6e3a,usr_51bc76ae9636c,lack of interest,2013-10-11 18:05:02,trm_52583dceb345e,,usr_51bc76ae9636c,anhedonia,,concept
36,,,2015-12-30 17:06:59,def_56840f330ab24,usr_49a467bf4e0db,decision about whether a stimulus exhibits animacy,2015-06-12 20:54:51,trm_557b471bc6cd8,ctp_C3,usr_51bc76ae9636c,animacy decision,"[{u'direction': u'child', u'id': u'trm_5159beaf80413', u'relationship': u'part of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0a038', u'relationship': u'kind of'}]",concept
37,,,2015-09-18 17:08:15,def_55fc44ff5e07b,usr_51bc76ae9636c,"The ability to appropriately perceive that another entity is an agent (i.e., has a face, interacts contingently, and exhibits biological motion).",2013-04-01 17:06:55,trm_5159beaf80413,ctp_C1,usr_4de5345b3b6a8,animacy perception,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0b392', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0ab7c', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_557b471bc6cd8', u'relationship': u'part of'}]",concept
38,"intuition, foreknowledge, prescience, foresight, prediction, imaginative speculation",,2012-02-22 16:10:30,def_4f45137608695,usr_4f39262a2e81e,"prior expectation of an event or occurrence, sometimes accompanied by an emotional reaction",2009-06-22 19:12:54,trm_4a3fd79d09849,,usr_0000000000,anticipation,"[{u'direction': u'child', u'id': u'trm_557b4a81a4a17', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_557b48a224b95', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_4ebfe9a465449', u'relationship': u'part of'}, {u'direction': u'parent', u'id': u'trm_4f4511e519b53', u'relationship': u'part of'}, {u'direction': u'parent', u'id': u'trm_557b49851e991', u'relationship': u'part of'}, {u'direction': u'parent', u'id': u'trm_559f0a5b4cd36', u'relationship': u'part of'}, {u'direction': u'parent', u'id': u'trm_557b491318742', u'relationship': u'part of'}]",concept
39,"hermit, introvert",,2013-09-21 20:32:12,def_523e024c19bf7,usr_51bc76ae9636c,"avoiding the company of other people, unsociable, sometimes to the extent of injuring others or the interests of society in general",2013-09-21 20:32:12,trm_523e024c14df9,,usr_51bc76ae9636c,antisocial personality,,concept
40,,,2013-06-14 04:19:52,def_51ba99e738d7c,usr_51ba954cf0abe,"An aversive psychophysiological state characterized by fear, worry, or concern associated with current or impending threat often elicited by general and specific interoceptive or exteroceptive cues.",2012-08-08 23:00:05,trm_5022ef7599294,ctp_C8,usr_4f177506dde77,anxiety,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0a17f', u'relationship': u'kind of'}]",concept
41,apparent movement,,2012-03-28 15:53:06,def_4f7333e282d09,usr_49a467bf4e0db,The illusory perception that movement is occurring in one or more static images.,2009-06-22 19:12:54,trm_4a3fd79d09855,ctp_C1,usr_0000000000,apparent motion,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0b4b5', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_4fb2c38960950', u'relationship': u'kind of'}]",concept
42,,,2011-05-18 16:47:09,def_4dd3f80d03a39,usr_4b9003ea0be96,the process by which new experience is assimilated to and transformed by the residuum of past experience of an individual to form a new whole.,2009-06-22 19:12:54,trm_4a3fd79d0986c,,usr_0000000000,apperception,,concept
43,hunger,,2013-10-11 18:06:00,def_52583e0844032,usr_51bc76ae9636c,the desire to eat food,2013-10-11 18:06:00,trm_52583e083c9ab,,usr_51bc76ae9636c,appetite,,concept
44,,,2012-03-28 15:53:31,def_4f7333fbe50f4,usr_49a467bf4e0db,behavior directed toward goals that are usually associated with positive hedonic processes.  ,2009-06-22 19:12:54,trm_4a3fd79d09877,ctp_C10,usr_0000000000,appetitive motivation,,concept
45,,,2015-09-08 22:51:10,def_55ef665e547f7,usr_51bc76ae9636c,numerical calculations or derivation of numbers in response to an input with discrete or continuous salience.,2015-06-25 22:04:17,trm_558c7ae1eaf86,,usr_51bc76ae9636c,arithmetic processing,"[{u'direction': u'child', u'id': u'trm_55b6b8e291dba', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_557b4b47d994a', u'relationship': u'part of'}]",concept
46,,,2012-03-28 15:54:29,def_4f7334351bdce,usr_49a467bf4e0db,physiological activation or readiness for activity,2009-06-22 19:12:54,trm_4a3fd79d09883,ctp_C8,usr_0000000000,arousal,,concept
47,,,2012-03-28 15:54:59,def_4f733453e6c5a,usr_49a467bf4e0db,the act of vocally producing an utterance or expression,2009-06-22 19:12:54,trm_4a3fd79d0988f,ctp_C6,usr_0000000000,articulation,,concept
48,phonological loop,,2012-03-28 15:55:18,def_4f7334663afb3,usr_49a467bf4e0db,"one of the subsystems postulated in Alan Baddeley’s multicomponent model of WORKING MEMORY, specialized for the temporary storage of verbal information.  It consists of a phonological store and an articulatory rehearsal process. The phonological store can hold speech-based information, subject to a rapid decay. The articulatory rehearsal process can refresh the decaying representation by reading it off and feeding it back to the store. It also serves to convert visually presented information (such as written words) into phonological codes and register them into the phonological store. ",2009-06-22 19:12:57,trm_4a3fd79d0ba19,ctp_C5,usr_0000000000,articulatory loop,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0ba60', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0b5a7', u'relationship': u'part of'}]",concept
49,,,2011-04-18 19:48:34,def_4dac959247ed9,usr_4cf5de07654c8,The action of coordinating complex tongue and mouth movements in order to produce sound. ,2009-06-22 19:12:54,trm_4a3fd79d0989a,ctp_C6,usr_0000000000,articulatory planning,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0b247', u'relationship': u'part of'}]",concept
50,,,2011-01-01 07:34:14,def_4d1ed8f6ae5b7,usr_4cf5de07654c8,the process of subvocally repeating material that is to be stored in memory.  ,2009-06-22 19:12:54,trm_4a3fd79d098a6,ctp_C5,usr_0000000000,articulatory rehearsal,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0ba54', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0ba60', u'relationship': u'part of'}]",concept
51,,,2011-05-04 18:00:43,def_4dc1944b18351,usr_4b9003ea0be96,the process of receiving new facts or of responding to new situations in conformity with what is already available to consciousness.,2009-06-22 19:12:54,trm_4a3fd79d098b2,,usr_0000000000,assimilation,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0a275', u'relationship': u'kind of'}]",concept
52,,,2012-03-28 15:55:56,def_4f73348c80cd7,usr_49a467bf4e0db,"the process of forming mental connections or bonds between sensations, ideas, or memories.",2009-06-22 19:12:54,trm_4a3fd79d098bd,,usr_0000000000,association,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0a891', u'relationship': u'part of'}]",concept
53,,,2012-03-28 15:56:11,def_4f73349ba2c47,usr_49a467bf4e0db,learning process in which two or more items or concepts become associated with each other; often used in relation to learned stimulus-response associations,2009-06-22 19:12:54,trm_4a3fd79d098c9,ctp_C5,usr_0000000000,association learning,"[{u'direction': u'child', u'id': u'trm_4a3fd79d0ab70', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_565bce2791089', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0a642', u'relationship': u'part of'}]",concept
54,,,2015-04-19 20:40:18,def_553412b1cef8c,usr_51bc76ae9636c,"In associative priming, the target is a word that has a high probability of appearing with the prime, and is ""associated"" with it but not necessarily related in semantic features. ",2015-04-05 21:15:31,trm_5521a5f310604,,usr_4e42a3196fbcd,associative priming,"[{u'direction': u'parent', u'id': u'trm_4e89aebaa311d', u'relationship': u'kind of'}]",concept
55,,,2012-03-28 15:56:43,def_4f7334bb22505,usr_49a467bf4e0db,a social connection between individuals,2009-06-22 19:12:54,trm_4a3fd79d098e0,ctp_C9,usr_0000000000,attachment,,concept
56,,,2011-08-15 14:58:43,def_4e493423cdf77,usr_4e42a3196fbcd,"the particular input, out of two or more, that is consciously perceived due to attention.  ",2009-06-22 19:12:54,trm_4a3fd79d098eb,,usr_0000000000,attended channel,,concept
57,,,2011-08-15 15:04:46,def_4e49358e0e60c,usr_4e42a3196fbcd,the specific object in the environment on which attention is focused.,2009-06-22 19:12:54,trm_4a3fd79d098f7,,usr_0000000000,attended stimulus,,concept
58,,,2012-06-27 18:23:07,def_4feb4f8be22b7,usr_4f177506dde77,"used to describe any number of cognitive processes, organized as top-down or bottom-up, goal-directed or stimulus-driven, and more, but generally reflecting an interplay between cognitive and sensory systems.",2009-06-22 19:12:54,trm_4a3fd79d09902,ctp_C2,usr_0000000000,attention,"[{u'direction': u'child', u'id': u'trm_4a3fd79d0a116', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d09a10', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0ab4d', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_56006cb5a61ac', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0b311', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0b46f', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_4feb3f8c551cb', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_4feb3ffa1ab51', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0b043', u'relationship': u'kind of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0990e', u'relationship': u'part of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0b5e3', u'relationship': u'part of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0b5ef', u'relationship': u'part of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0b5ef', u'relationship': u'part of'}, {u'direction': u'child', u'id': u'trm_552185f5cda66', u'relationship': u'part of'}, {u'direction': u'child', u'id': u'trm_5524572b66764', u'relationship': u'part of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0b4cd', u'relationship': u'part of'}, {u'direction': u'parent', u'id': u'trm_4fea1aeaa7b17', u'relationship': u'part of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d09e35', u'relationship': u'part of'}]",concept
59,,,2012-03-28 15:58:18,def_4f73351a0f180,usr_49a467bf4e0db,refers to the extent that one can allocate their processing resources.,2009-06-22 19:12:54,trm_4a3fd79d0990e,ctp_C2,usr_0000000000,attention capacity,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d09902', u'relationship': u'part of'}]",concept
60,,,2012-03-28 15:57:29,def_4f7334e91081b,usr_49a467bf4e0db,The change that occurs when information that is currently active in the mind is replaced by other information. The information content is typically sensory in nature.,2009-06-22 19:12:57,trm_4a3fd79d0b5d7,ctp_C2,usr_0000000000,attention shift,,concept
61,,,2012-03-28 15:57:46,def_4f7334fa1149d,usr_49a467bf4e0db,The process by which information that is currently relevant in the mind is replaced by other information. This information is typically sensory in nature but may also be semantic.,2009-06-22 19:12:57,trm_4a3fd79d0b5fb,ctp_C2,usr_0000000000,attention shifting,,concept
62,,,2009-07-10 21:06:33,def_4a57ad592bb25,usr_4a5bc4a2a8aba,Amount of time or space that an individual can dedicate to particular task or content without becoming distracted.,2009-06-22 19:12:57,trm_4a3fd79d0b5e3,ctp_C2,usr_0000000000,attention span,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d09902', u'relationship': u'part of'}]",concept
63,Attention bias,,2013-01-23 21:45:09,def_510059e573fa0,usr_49a467bf4e0db,Attentional bias refers to the tendency for a particular class of stimuli to capture attention. The term is most typically used to refer to biases related to emotional content in bottom-up-capture attention tasks. ,2013-01-23 21:45:09,trm_510059e54b2cf,,usr_49a467bf4e0db,attentional bias,,concept
64,AB,,2012-12-15 23:29:08,def_50cd07c486e0d,usr_50cd05d69c63d,a phenomenon in which the participant is unable to detect a second salient visual stimulus if presented at the same spatial location within 200-500 milliseconds after the first,2012-06-26 20:26:18,trm_4fea1aeaa7b17,ctp_C2,usr_4f177506dde77,attentional blink,"[{u'direction': u'child', u'id': u'trm_4a3fd79d09902', u'relationship': u'part of'}]",concept
65,,,2013-03-22 16:31:53,def_514c8778c596f,usr_514c850935a72,"a motivated activation of attention systems in order to stabilize or recover attentional performance in response to the detection of errors and reward loss or, more generally, deteriorating attentional performance; amount of attentional resources needed for a particular situation; engagement of attentional resources",2009-06-22 19:12:54,trm_4a3fd79d09919,ctp_C2,usr_0000000000,attentional effort,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0a151', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d09d4d', u'relationship': u'part of'}]",concept
66,,,2012-03-28 15:58:45,def_4f73353572915,usr_49a467bf4e0db,The ability to focus attention on cues in the environment that are relevant to the task in hand; can also include suppression of distracting stimuli,2009-06-22 19:12:57,trm_4a3fd79d0b5ef,ctp_C2,usr_0000000000,attentional focusing,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d09902', u'relationship': u'part of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d09902', u'relationship': u'part of'}]",concept
67,,,2012-03-28 15:59:24,def_4f73355c99b51,usr_49a467bf4e0db,amount of available attentional capacity,2009-06-22 19:12:54,trm_4a3fd79d09925,ctp_C2,usr_0000000000,attentional resources,"[{u'direction': u'parent', u'id': u'trm_4f3a72a028d90', u'relationship': u'kind of'}]",concept
68,,,2012-03-28 15:59:35,def_4f733567219a0,usr_49a467bf4e0db,"referring to amount of attentional resources being engaged;  a relaxed attentional state requires little attentional effort, whereas an alert, focused attentional state requires more",2009-06-22 19:12:54,trm_4a3fd79d09930,ctp_C2,usr_0000000000,attentional state,,concept
69,,,2012-03-28 16:00:01,def_4f733581a38c4,usr_49a467bf4e0db,a mental position with regard to a fact or state,2009-06-22 19:12:54,trm_4a3fd79d09947,,usr_0000000000,attitude,,concept
70,,,2011-04-01 19:44:06,def_4d962b06c3b84,usr_4cf5de07654c8,"a single unified awareness derived from the integration of auditory and visual sensory processes when a audiovisual stimulus is present. 

",2009-06-22 19:12:54,trm_4a3fd79d09953,ctp_C1,usr_0000000000,audiovisual perception,"[{u'direction': u'child', u'id': u'trm_4a3fd79d09ab2', u'relationship': u'part of'}, {u'direction': u'child', u'id': u'trm_4a3fd79d0b4b5', u'relationship': u'part of'}, {u'direction': u'parent', u'id': u'trm_4a3fd79d0ab7c', u'relationship': u'kind of'}, {u'direction': u'parent', u'id': u'trm_4e31d5c79ddfe', u'relationship': u'kind of'}]",concept
71,auditory,,2012-03-28 16:20:29,def_4f733a4d6d8b3,usr_49a467bf4e0db,the sense or act of hearing.,2009-06-22 19:12:54,trm_4a3fd79d0995e,ctp_C1,usr_0000000000,audition,"[{u'direction': u'parent', u'id': u'trm_4a3fd79d0ab7c', u'relationship': u'part of'}]",concept
72,,,2015-09-09 00:41:39,def_55ef8043c72dc,usr_51bc76ae9636c,numerical calculations or derivation of numbers in response to an auditory input with discrete or continuous salience.,2015-07-27 23:04:02,trm_55b6b8e291dba,,usr_51bc76ae9636c,auditory arithmetic processing,"[{u'direction': u'parent', u'id': u'trm_558c7ae1eaf86', u'relationship': u'kind of'}]",concept
